true-predicted	TRUE	predicted	message	source	correct	true 2nd	predicted 2nd
SE-SE	SE	SE	Greetings health workers and thanks for the work you're doing. After watching the video, the health worker did it well but then said one litre equals four cups of water which ain't right. One litre equals to two cups therefore four cups would amount to two litres. We should ensure the child all the ORS because it's not good to keep it till the next day. Thank you so much.	case study	TRUE	SE	none
SE-C&I	SE	C&I	Did any vhts do a video recording today ? If so please send it to us on this group	case study	FALSE	none	none
C&I-SE	C&I	SE	Thanks so much for correcting us about the litres of water, you are right we made a mistake we apologise - 1 litre is two cups of water.	case study	FALSE	none	none
SE-SE	SE	SE	Hi VHTs, just to remind you please try send us a video recording of you making up some ORS solution we can then give you feedback. Only Luke so far has sent his video	case study	TRUE	none	C&I
SE-SE	SE	SE	Thanks Harriet	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Thank you very much Harriet for sharing that video - all of the points you made very well. The way they are supposed to be, but in the beginning you didn't tell us about washing the hands. All in all it was nice - thanks.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Thanks so much Patricia - you have explained very well the steps and you didn't leave anything. It would be good if you explained as you put it in practice. But thank you.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Good morning VHTs and thanks for the work. This case is focussed on malnutrition in children.By the end of the case you should be able to:1. Define malnutrition (Monday)2. Know the importance and causes of malnutrition (Monday) 3. Recognise the signs of malnutrition in a child  (Tuesday) 4. Know how to use a Mid-Upper Arm Circumference (MUAC) tape to assess a child for malnutrition (Wednesday) 5. Know the basic management plan for a child with suspected malnutrition identified in the community (Thursday)6. Know the important health messages they can give to caregivers to about nutrition (Friday) Case: You are on a home visit in Kavuule with your supervisor. At this house there is a 8 month old baby boy, Enoch. You are worried that he looks very thin and want to assess him for malnutrition. A. What do you understand by the term malnutrition? B. What are other words or terms for malnutrition in the community? C. Why is malnutrition in childhood a problem? D. What are some of the reasons and causes why a child might be malnourished?	case study	TRUE	C&I	none
C&I-C&I	C&I	C&I	Greetings fellow health workers and thanks for the work you're doing. This is my answer to today's question. Malnutrition is when a child is not fed on a balanced diet. A balanced diet refers to food with all nutrients for example posho. A child has to be given food with all nutrients so malnutrition depends on what the parents of the children feed them. Some parents do not ensure that the food given to their children is balanced. In my community, the condition is called kwashiokor. The other question is about the causes of malnutrition. Most of the time we live in poor conditions. We would love to feed our children on a balanced diet but we cannot afford it. That's my answer to the question.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Please forgive me. It is common amongst children because their bodies are still developing therefore they need all the nutrients.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Also, those who don't call the condition kwashiokor refer to it as marasmus.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings fellow health workers and thanks for the work. This is my answer to today's question. Malnutrition refers to feeding on one type of food daily without changing. In my community, most people call it musana( marasmus). It is common among children because their bodies don't have sufficient nutrients from various foods. Malnutrition is caused by eating the same type of food daily. Thank you so much.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings fellows and well done. This is my answer to today's question. People in my community refer to malnutrition as "musana"(marasmus).Some of the causes of malnutrition include eating food that is not rich in all nutrients i.e. food responsible for body building(proteins), energy giving(carbohydrates) and development of the brain. Good nutrition helps to keep children healthy and makes their bodies strong enough to fight against diseases. They also grow well and turn out to be intelligent. Other causes of malnutrition include parents not taking good care of their children and lack of resources. Some parents overlook important foods like soya beans, silver fish, vegetables and instead feed on foods like meat that they perceive to be more important because they are expensive. That's what I think.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Greetings fellow health workers and thanks for the work you're doing. Malnutrition is when a child feeds on food that is not important to the body. Important food to the body includes body building food, energy giving and one that fights against diseases. In my community we call it "omusana" which I think the whites call kwashiokor but correct me if not. Some call it "obwosi".  It is common amongst children who are not well fed and if their mothers were not having food rich in carbohydrates and that responsible for fighting against diseases while pregnant. Others didn't swallow iron tablets that enable the child to grow healthy. That's what causes malnutrition.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	It is common amongst children especially those living in rural communities because some parents do not know how to feed children. It is therefore our role as VHTs to teach them how.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings and thanks for the work you're doing. Now, today's question requires us to define malnutrition regarding the child called Enoch that we saw from Kavule who was looking very thin. Malnutrition is when someone eats the same type of food daily instead of eating the three different types of food. The three different types of food  include body building food, energy giving food and one that fights against diseases. If you miss out on any of that, you become malnourished. There are people who eat cold food. Cold food is not useful to the body and causes swelling of cheeks and loss of body weight especially amongst children. Eating little food also causes malnutrition therefore one must eat food that's enough for their bodies. In my community, the condition is called "musana". It is common amongst children because their bodies are still developing and their immunity lowers if they don't get the right amounts of food I mentioned. That's my answer to today's question. Thank you so much.	case study	TRUE	SE	none
